tourney,year,location,lng,lat,surface,money
Stuttgart Outdoor,1997,Stuttgart,9.1772152,48.77920905000001,Clay,1447730
Washington,1997,Washington,-120.88227695,47.27298575,Hard,870220
Umag,1997,Umag,13.5322719,45.42973975,Clay,593332
Los Angeles,1997,Los Angeles,-118.4117325,34.020478999999995,Hard,479412
Kitzbuhel,1997,Kitzbuhel,12.425144900000001,47.436415000000004,Clay,791109
Amsterdam,1997,Amsterdam,4.903960400000001,52.354619,Clay,751554
ATP Masters 1000 Canada,1997,Montreal,-73.73030250000001,45.55804205,Hard,3243548
ATP Masters 1000 Cincinnati,1997,Cincinnati,-84.54040144999998,39.13634005,Hard,3243548
San Marino,1997,San Marino,12.46009325,43.94287795,Clay,435110
New Haven,1997,New Haven,-72.92909590000001,41.2982884,Hard,1447730
Indianapolis,1997,Indianapolis,-86.13274999999999,39.7797845,Hard,1447730
Boston,1997,Boston,-70.97028399999998,42.31434994999999,Hard,479412
Long Island,1997,Long Island,-72.94907540000001,40.8521095,Hard,479412
US Open,1997,New York,-73.979681,40.6974881,Hard,8151591
Bournemouth,1997,Bournemouth,-1.8597388,50.75400405,Clay,593332
Marbella,1997,Marbella,-4.8649999,36.50085085,Clay,479412
Tashkent,1997,Tashkent,69.2793667,41.28259745,Hard,518968
Toulouse,1997,Toulouse,1.432841,43.60069995,Hard,593332
Bucharest,1997,Bucharest,26.09463755,44.43782575,Clay,751554
Grand Slam Cup,1997,"Munich, Germany",11.54183575,48.15491075,Carpet,7911093
Basel,1997,Basel,7.59445995,47.55459664999999,Carpet,1542663
Beijing,1997,Beijing,116.46901809999999,40.25178685,Hard,479412
Palermo,1997,Palermo,13.35728855,38.1405436,Clay,479412
Singapore,1997,Singapore,103.84425005,1.31400005,Carpet,870220
Vienna,1997,Vienna,16.38005995,48.2206849,Carpet,1067998
Ostrava,1997,Ostrava,18.2373945,49.81974145,Carpet,1542663
Lyon,1997,Lyon,4.83512095,45.7579555,Carpet,1147109
Mexico City,1997,Mexico City,-99.14361265,19.3907336,Clay,482577
ATP Masters 1000 Stuttgart,1997,Stuttgart,9.1772152,48.77920905000001,Carpet,3243548
Bogota,1997,Bogota,-74.107807,4.64829755,Clay,479412
ATP Masters 1000 Paris,1997,Paris,2.3470598999999996,48.85885895,Carpet,3639103
Stockholm,1997,Stockholm,17.982052499999998,59.32614194999999,Hard,1265775
Moscow,1997,Moscow,37.3855235,55.58202595,Carpet,1779996
Santiago,1997,Santiago,-70.62983129999999,-33.47278795,Clay,479412
Adelaide,1998,Adelaide,138.61115984999998,-35.00076695,Hard,490695
Doha,1998,Doha,51.51199665,25.284009100000002,Hard,1518818
Sydney Outdoor,1998,Sydney,150.93197475,-33.84824395,Hard,490695
Australian Open,1998,Melbourne,145.0531353,-37.9725665,Hard,4891539
Marseille,1998,Marseille,5.38049645,43.28039055,Hard,801079
Dubai,1998,Dubai,55.22774679999999,25.0753483,Hard,1579960
San Jose,1998,San Jose,-121.81741295,37.2968617,Hard,490695
Antwerp,1998,Antwerp,4.357720049999998,51.26038505,Hard,1363042
London,1998,London,-0.10159865,51.52864165,Carpet,1073687
Philadelphia,1998,Philadelphia,-75.11802829999998,40.002497999999996,Hard,917911
Rotterdam,1998,Rotterdam,4.490406299999999,51.92797225,Carpet,1129377
Scottsdale,1998,Scottsdale,-111.85845405,33.674211,Hard,490695
Copenhagen,1998,Copenhagen,12.5938239,55.67126735,Carpet,327130
ATP Masters 1000 Indian Wells,1998,Indian Wells,-116.33434945,33.70741405,Hard,3427076
ATP Masters 1000 Miami,1998,Miami,-80.22945845,25.7824075,Hard,3816516
Casablanca,1998,Casablanca,-7.586992499999999,33.5722875,Clay,327130
Chennai,1998,Chennai,80.20901175,13.04752545,Hard,630894
Estoril,1998,Estoril,-9.3897931,38.70971665,Clay,934657
Hong Kong,1998,Hong Kong,114.1277,22.35272345,Hard,490695
Barcelona,1998,Barcelona,2.14876785,41.39479005,Clay,1285153
Tokyo,1998,Tokyo,145.02823855,28.16176585,Hard,895713
Orlando,1998,Orlando,-81.36875,28.4811689,Clay,411639
ATP Masters 1000 Monte Carlo,1998,Monte Carlo,7.42597045,43.741053,Clay,3427076
Atlanta,1998,Atlanta,-84.42060395,33.76771289999999,Clay,490695
Prague,1998,Prague,14.4656239,50.05966964999999,Clay,529639
Munich,1998,Munich,11.54183575,48.15491075,Clay,778881
ATP Masters 1000 Hamburg,1998,Hamburg,10.02768365,53.56728285,Clay,3427076
ATP Masters 1000 Rome,1998,Rome,12.5359979,41.9100711,Clay,3427076
World Team Cup,1998,Dusseldorf,6.814350200000001,51.23845475,Clay,3427076
St. Poelten,1998,St. Poelten,15.64701505,48.19378,Clay,623105
Roland Garros,1998,Paris,2.3470598999999996,48.85885895,Clay,7830256
Bologna,1998,Bologna,11.3316855,44.499118200000005,Clay,490695
London - Queen's Club,1998,London,-0.10159865,51.52864165,Grass,1129377
Halle,1998,Halle,11.97237305,51.47288260000001,Grass,1363042
's-Hertogenbosch,1998,s-Hertogenbosch,5.318178400000001,51.7148187,Grass,739937
Nottingham,1998,Nottingham,-1.17006175,52.9540225,Grass,490695
Wimbledon,1998,London,-0.10159865,51.52864165,Grass,8782670
Gstaad,1998,Gstaad,7.286546450000001,46.4722248,Clay,817825
Bastad,1998,Bastad,12.85985845,56.4277899,Clay,490695
Newport,1998,Newport,-71.29900634999998,41.4989764,Grass,428384
Washington,1998,Washington,-120.88227695,47.27298575,Hard,895713
Stuttgart Outdoor,1998,Stuttgart,9.1772152,48.77920905000001,Clay,1425352
Los Angeles,1998,Los Angeles,-118.4117325,34.020478999999995,Hard,490695
Kitzbuehel,1998,Kitzbuehel,12.425144900000001,47.436415000000004,Clay,778881
Umag,1998,Umag,13.5322719,45.42973975,Clay,584161
ATP Masters 1000 Canada,1998,Toronto,-79.37805804999998,43.7182412,Hard,3427076
Amsterdam,1998,Amsterdam,4.903960400000001,52.354619,Clay,739937
San Marino,1998,San Marino,12.46009325,43.94287795,Clay,428384
ATP Masters 1000 Cincinnati,1998,Cincinnati,-84.54040144999998,39.13634005,Hard,3427076
Indianapolis,1998,Indianapolis,-86.13274999999999,39.7797845,Hard,1425352
New Haven,1998,New Haven,-72.92909590000001,41.2982884,Hard,1160533
Long Island,1998,Long Island,-72.94907540000001,40.8521095,Hard,490695
Boston,1998,Boston,-70.97028399999998,42.31434994999999,Hard,490695
US Open,1998,New York,-73.979681,40.6974881,Hard,9396419
Bucharest,1998,Bucharest,26.09463755,44.43782575,Clay,739937
Tashkent,1998,Tashkent,69.2793667,41.28259745,Hard,591949
Bournemouth,1998,Bournemouth,-1.8597388,50.75400405,Clay,584161
Toulouse,1998,Toulouse,1.432841,43.60069995,Hard,584161
Grand Slam Cup,1998,"Munich, Germany",11.54183575,48.15491075,Hard,5763719
Mallorca,1998,Mallorca,2.9116515,39.61349795,Clay,662049
Palermo,1998,Palermo,13.35728855,38.1405436,Clay,490695
Basel,1998,Basel,7.59445995,47.55459664999999,Carpet,1518818
Shanghai,1998,Shanghai,121.55197655,31.2741548,Hard,490695
Singapore,1998,Singapore,103.84425005,1.31400005,Hard,895713
Vienna,1998,Vienna,16.38005995,48.2206849,Carpet,1051489
Lyon,1998,Lyon,4.83512095,45.7579555,Carpet,1129377
Ostrava,1998,Ostrava,18.2373945,49.81974145,Carpet,1518818
Mexico City,1998,Mexico City,-99.14361265,19.3907336,Clay,490695
ATP Masters 1000 Stuttgart,1998,Stuttgart,9.1772152,48.77920905000001,Hard,3427076
ATP Masters 1000 Paris,1998,Paris,2.3470598999999996,48.85885895,Carpet,3582852
Bogota,1998,Bogota,-74.107807,4.64829755,Clay,490695
Stockholm,1998,Stockholm,17.982052499999998,59.32614194999999,Hard,1246209
Moscow,1998,Moscow,37.3855235,55.58202595,Carpet,1752482
Santiago,1998,Santiago,-70.62983129999999,-33.47278795,Clay,490695
Doha,1999,Doha,51.51199665,25.284009100000002,Hard,1493870
Adelaide,1999,Adelaide,138.61115984999998,-35.00076695,Hard,497957
Sydney,1999,Sydney,150.93197475,-33.84824395,Hard,497957
Australian Open,1999,Melbourne,145.0531353,-37.9725665,Hard,5422958
Marseille,1999,Marseille,5.38049645,43.28039055,Hard,787921
San Jose,1999,San Jose,-121.81741295,37.2968617,Hard,497957
Dubai,1999,Dubai,55.22774679999999,25.0753483,Hard,1554008
Rotterdam,1999,Rotterdam,4.490406299999999,51.92797225,Carpet,1110827
London,1999,London,-0.10159865,51.52864165,Carpet,1056051
Scottsdale,1999,Scottsdale,-111.85845405,33.674211,Hard,497957
Copenhagen,1999,Copenhagen,12.5938239,55.67126735,Carpet,329418
ATP Masters 1000 Indian Wells,1999,Indian Wells,-116.33434945,33.70741405,Hard,3370784
ATP Masters 1000 Miami,1999,Miami,-80.22945845,25.7824075,Hard,3753827
Casablanca,1999,Casablanca,-7.586992499999999,33.5722875,Clay,329418
Estoril,1999,Estoril,-9.3897931,38.70971665,Clay,919305
Chennai,1999,Chennai,80.20901175,13.04752545,Hard,620531
Hong Kong,1999,Hong Kong,114.1277,22.35272345,Hard,497957
Tokyo,1999,Tokyo,145.02823855,28.16176585,Hard,919305
Barcelona,1999,Barcelona,2.14876785,41.39479005,Clay,1264044
Orlando,1999,Orlando,-81.36875,28.4811689,Clay,404877
ATP Masters 1000 Monte Carlo,1999,Monte Carlo,7.42597045,43.741053,Clay,3370784
Prague,1999,Prague,14.4656239,50.05966964999999,Clay,727783
Atlanta,1999,Atlanta,-84.42060395,33.76771289999999,Clay,497957
Munich,1999,Munich,11.54183575,48.15491075,Clay,766087
ATP Masters 1000 Hamburg,1999,Hamburg,10.02768365,53.56728285,Clay,3370784
ATP Masters 1000 Rome,1999,Rome,12.5359979,41.9100711,Clay,3370784
World Team Cup,1999,Dusseldorf,6.814350200000001,51.23845475,Clay,2528088
St. Poelten,1999,St. Poelten,15.64701505,48.19378,Clay,612870
Roland Garros,1999,Paris,2.3470598999999996,48.85885895,Clay,7905890
Halle,1999,Halle,11.97237305,51.47288260000001,Grass,1340653
Merano,1999,Merano,11.16428525,46.6661293,Clay,497957
London - Queen's Club,1999,London,-0.10159865,51.52864165,Grass,1110827
Nottingham,1999,Nottingham,-1.17006175,52.9540225,Grass,497957
's-Hertogenbosch,1999,s-Hertogenbosch,5.318178400000001,51.7148187,Grass,727783
Wimbledon,1999,London,-0.10159865,51.52864165,Grass,8602677
Newport,1999,Newport,-71.29900634999998,41.4989764,Grass,451991
Gstaad,1999,Gstaad,7.286546450000001,46.4722248,Clay,804392
Bastad,1999,Bastad,12.85985845,56.4277899,Clay,497957
Stuttgart Outdoor,1999,Stuttgart,9.1772152,48.77920905000001,Clay,1401940
Umag,1999,Umag,13.5322719,45.42973975,Clay,574565
Los Angeles,1999,Los Angeles,-118.4117325,34.020478999999995,Hard,497957
Kitzbuhel,1999,Kitzbuhel,12.425144900000001,47.436415000000004,Clay,766087
ATP Masters 1000 Canada,1999,Montreal,-73.73030250000001,45.55804205,Hard,3370784
Amsterdam,1999,Amsterdam,4.903960400000001,52.354619,Clay,727783
San Marino,1999,San Marino,12.46009325,43.94287795,Clay,421348
ATP Masters 1000 Cincinnati,1999,Cincinnati,-84.54040144999998,39.13634005,Hard,3370784
Indianapolis,1999,Indianapolis,-86.13274999999999,39.7797845,Hard,1141470
Washington,1999,Washington,-120.88227695,47.27298575,Hard,919305
Long Island,1999,Long Island,-72.94907540000001,40.8521095,Hard,497957
Boston,1999,Boston,-70.97028399999998,42.31434994999999,Hard,497957
US Open,1999,New York,-73.979681,40.6974881,Hard,9553108
Mallorca,1999,Mallorca,2.9116515,39.61349795,Clay,727783
Tashkent,1999,Tashkent,69.2793667,41.28259745,Hard,727783
Bournemouth,1999,Bournemouth,-1.8597388,50.75400405,Clay,574565
Toulouse,1999,Toulouse,1.432841,43.60069995,Hard,574565
Bucharest,1999,Bucharest,26.09463755,44.43782575,Clay,497957
Grand Slam Cup,1999,"Munich, Germany",11.54183575,48.15491075,Hard,5669046
Shanghai,1999,"Shanghai, China",121.55197655,31.2741548,Hard,497957
Palermo,1999,Palermo,13.35728855,38.1405436,Clay,497957
Basel,1999,Basel,7.59445995,47.55459664999999,Carpet,1493870
Singapore,1999,Singapore,103.84425005,1.31400005,Hard,919305
Vienna,1999,Vienna,16.38005995,48.2206849,Hard,1034218
Lyon,1999,Lyon,4.83512095,45.7579555,Carpet,1110827
ATP Masters 1000 Stuttgart,1999,Stuttgart,9.1772152,48.77920905000001,Hard,3370784
ATP Masters 1000 Paris,1999,Paris,2.3470598999999996,48.85885895,Carpet,3524001
Moscow,1999,Moscow,37.3855235,55.58202595,Carpet,1493870
Stockholm,1999,Stockholm,17.982052499999998,59.32614194999999,Hard,1225740
Chennai,2000,Chennai,80.20901175,13.04752545,Hard,603982
Adelaide,2000,Adelaide,138.61115984999998,-35.00076695,Hard,484677
Doha,2000,Doha,51.51199665,25.284009100000002,Hard,1454030
Sydney,2000,Sydney,150.93197475,-33.84824395,Hard,484677
Australian Open,2000,Melbourne,145.0531353,-37.9725665,Hard,5763049
Marseille,2000,Marseille,5.38049645,43.28039055,Hard,708373
San Jose,2000,San Jose,-121.81741295,37.2968617,Hard,521959
Dubai,2000,Dubai,55.22774679999999,25.0753483,Hard,1454030
Rotterdam,2000,Rotterdam,4.490406299999999,51.92797225,Hard,1118484
Mexico City,2000,Mexico City,-99.14361265,19.3907336,Clay,1043919
London,2000,London,-0.10159865,51.52864165,Hard,1043919
Copenhagen,2000,Copenhagen,12.5938239,55.67126735,Hard,484677
Santiago,2000,Santiago,-70.62983129999999,-33.47278795,Clay,521959
Bogota,2000,Bogota,-74.107807,4.64829755,Clay,521959
Scottsdale,2000,Scottsdale,-111.85845405,33.674211,Hard,521959
ATP Masters 1000 Indian Wells,2000,Indian Wells,-116.33434945,33.70741405,Hard,3653716
ATP Masters 1000 Miami,2000,Miami,-80.22945845,25.7824075,Hard,4026544
Atlanta,2000,Atlanta,-84.42060395,33.76771289999999,Clay,521959
Estoril,2000,Estoril,-9.3897931,38.70971665,Clay,894788
Casablanca,2000,Casablanca,-7.586992499999999,33.5722875,Clay,484677
ATP Masters 1000 Monte Carlo,2000,Monte Carlo,7.42597045,43.741053,Clay,3653716
Barcelona,2000,Barcelona,2.14876785,41.39479005,Clay,1342181
Orlando,2000,Orlando,-81.36875,28.4811689,Clay,484677
Mallorca,2000,Mallorca,2.9116515,39.61349795,Clay,708373
Munich,2000,Munich,11.54183575,48.15491075,Clay,559242
ATP Masters 1000 Rome,2000,Rome,12.5359979,41.9100711,Clay,3653716
ATP Masters 1000 Hamburg,2000,Hamburg,10.02768365,53.56728285,Clay,3653716
World Team Cup,2000,Dusseldorf,6.814350200000001,51.23845475,Clay,2460666
St. Poelten,2000,St. Poelten,15.64701505,48.19378,Clay,596525
Roland Garros,2000,Paris,2.3470598999999996,48.85885895,Clay,6807103
Halle,2000,Halle,11.97237305,51.47288260000001,Grass,1454030
London - Queen's Club,2000,London,-0.10159865,51.52864165,Grass,1155767
Nottingham,2000,Nottingham,-1.17006175,52.9540225,Grass,521959
's-Hertogenbosch,2000,s-Hertogenbosch,5.318178400000001,51.7148187,Grass,559242
Wimbledon,2000,London,-0.10159865,51.52864165,Grass,8298919
Bastad,2000,Bastad,12.85985845,56.4277899,Clay,521959
Newport,2000,Newport,-71.29900634999998,41.4989764,Grass,521959
Gstaad,2000,Gstaad,7.286546450000001,46.4722248,Clay,894788
Amsterdam,2000,Amsterdam,4.903960400000001,52.354619,Clay,559242
Umag,2000,Umag,13.5322719,45.42973975,Clay,559242
Stuttgart Outdoor,2000,Stuttgart,9.1772152,48.77920905000001,Clay,1342181
Kitzbuhel,2000,Kitzbuhel,12.425144900000001,47.436415000000004,Clay,1043919
San Marino,2000,San Marino,12.46009325,43.94287795,Clay,484677
Los Angeles,2000,Los Angeles,-118.4117325,34.020478999999995,Hard,521959
ATP Masters 1000 Canada,2000,Toronto,-79.37805804999998,43.7182412,Hard,3653716
ATP Masters 1000 Cincinnati,2000,Cincinnati,-84.54040144999998,39.13634005,Hard,3653716
Indianapolis,2000,Indianapolis,-86.13274999999999,39.7797845,Hard,1043919
Washington,2000,Washington,-120.88227695,47.27298575,Hard,1043919
Long Island,2000,Long Island,-72.94907540000001,40.8521095,Hard,581910
US Open,2000,New York,-73.979681,40.6974881,Hard,9644318
Bucharest,2000,Bucharest,26.09463755,44.43782575,Clay,521959
Tashkent,2000,Tashkent,69.2793667,41.28259745,Hard,745656
Sydney Olympics,2000,Sydney,150.93197475,-33.84824395,Hard,0
Palermo,2000,Palermo,13.35728855,38.1405436,Clay,521959
Hong Kong,2000,Hong Kong,114.1277,22.35272345,Hard,521959
Tokyo,2000,Tokyo,145.02823855,28.16176585,Hard,1043919
Vienna,2000,Vienna,16.38005995,48.2206849,Hard,1043919
Shanghai,2000,Shanghai,121.55197655,31.2741548,Hard,521959
Toulouse,2000,Toulouse,1.432841,43.60069995,Hard,559242
Basel,2000,Basel,7.59445995,47.55459664999999,Carpet,1454030
Moscow,2000,Moscow,37.3855235,55.58202595,Carpet,1454030
ATP Masters 1000 Stuttgart,2000,Stuttgart,9.1772152,48.77920905000001,Hard,3653716
Lyon,2000,Lyon,4.83512095,45.7579555,Carpet,1155767
ATP Masters 1000 Paris,2000,Paris,2.3470598999999996,48.85885895,Carpet,3653716
Brighton,2000,Brighton,-0.1061897,50.83741795,Hard,559242
Stockholm,2000,Stockholm,17.982052499999998,59.32614194999999,Hard,1155767
Doha,2001,Doha,51.51199665,25.284009100000002,Hard,1401745
Adelaide,2001,Adelaide,138.61115984999998,-35.00076695,Hard,503190
Chennai,2001,Chennai,80.20901175,13.04752545,Hard,539133
Sydney,2001,Sydney,150.93197475,-33.84824395,Hard,539133
Australian Open,2001,Melbourne,145.0531353,-37.9725665,Hard,5130117
Bogota,2001,Bogota,-74.107807,4.64829755,Clay,503190
Milan,2001,Milan,9.177732249999998,45.46273385,Carpet,539133
Vina del Mar,2001,Vina Del Mar,-71.53025554999998,-33.0055289,Clay,503190
Copenhagen,2001,Copenhagen,12.5938239,55.67126735,Hard,467248
Marseille,2001,Marseille,5.38049645,43.28039055,Hard,682901
Buenos Aires,2001,Buenos Aires,-58.43329845,-34.615823750000004,Clay,862612
Rotterdam,2001,Rotterdam,4.490406299999999,51.92797225,Hard,1078265
Acapulco,2001,Acapulco,-99.86230859999999,16.835460400000002,Clay,1006381
San Jose,2001,San Jose,-121.81741295,37.2968617,Hard,539133
Dubai,2001,Dubai,55.22774679999999,25.0753483,Hard,1293918
Scottsdale,2001,Scottsdale,-111.85845405,33.674211,Hard,539133
ATP Masters 1000 Indian Wells,2001,Indian Wells,-116.33434945,33.70741405,Hard,3522333
ATP Masters 1000 Miami,2001,Miami,-80.22945845,25.7824075,Hard,4169292
Estoril,2001,Estoril,-9.3897931,38.70971665,Clay,862612
Casablanca,2001,Casablanca,-7.586992499999999,33.5722875,Clay,467248
ATP Masters 1000 Monte Carlo,2001,Monte Carlo,7.42597045,43.741053,Clay,3522333
Atlanta,2001,Atlanta,-84.42060395,33.76771289999999,Clay,539133
Barcelona,2001,Barcelona,2.14876785,41.39479005,Clay,1293918
Houston,2001,Houston,-95.40129145,29.81717795,Clay,467248
Mallorca,2001,Mallorca,2.9116515,39.61349795,Clay,682901
Munich,2001,Munich,11.54183575,48.15491075,Clay,539133
ATP Masters 1000 Rome,2001,Rome,12.5359979,41.9100711,Clay,3522333
ATP Masters 1000 Hamburg,2001,Hamburg,10.02768365,53.56728285,Clay,3522333
World Team Cup,2001,Dusseldorf,6.814350200000001,51.23845475,Clay,2372183
St. Poelten,2001,St. Poelten,15.64701505,48.19378,Clay,575075
Roland Garros,2001,Paris,2.3470598999999996,48.85885895,Clay,6758287
Halle,2001,Halle,11.97237305,51.47288260000001,Grass,1401745
London - Queen's Club,2001,London,-0.10159865,51.52864165,Grass,1114207
's-Hertogenbosch,2001,s-Hertogenbosch,5.318178400000001,51.7148187,Grass,539133
Nottingham,2001,Nottingham,-1.17006175,52.9540225,Grass,539133
Wimbledon,2001,London,-0.10159865,51.52864165,Grass,7873009
Bastad,2001,Bastad,12.85985845,56.4277899,Clay,539133
Gstaad,2001,Gstaad,7.286546450000001,46.4722248,Clay,826670
Newport,2001,Newport,-71.29900634999998,41.4989764,Grass,539133
Amsterdam,2001,Amsterdam,4.903960400000001,52.354619,Clay,539133
Stuttgart,2001,Stuttgart,9.1772152,48.77920905000001,Clay,1006381
Umag,2001,Umag,13.5322719,45.42973975,Clay,539133
Kitzbuhel,2001,Kitzbuhel,12.425144900000001,47.436415000000004,Clay,1150149
Los Angeles,2001,Los Angeles,-118.4117325,34.020478999999995,Hard,539133
Sopot - WS,2001,Sopot,18.547596400000003,54.44192585,Clay,539133
ATP Masters 1000 Canada,2001,Montreal,-73.73030250000001,45.55804205,Hard,3522333
ATP Masters 1000 Cincinnati,2001,Cincinnati,-84.54040144999998,39.13634005,Hard,3522333
Indianapolis,2001,Indianapolis,-86.13274999999999,39.7797845,Hard,1006381
Washington,2001,Washington,-120.88227695,47.27298575,Hard,1006381
Long Island,2001,Long Island,-72.94907540000001,40.8521095,Hard,560985
US Open,2001,New York,-73.979681,40.6974881,Hard,9457104
Tashkent,2001,Tashkent,69.2793667,41.28259745,Hard,754786
Costa do Sauipe,2001,Sao Paulo,-46.5952992,-23.682412399999997,Hard,539133
Bucharest,2001,Bucharest,26.09463755,44.43782575,Clay,539133
Shanghai,2001,Shanghai,121.55197655,31.2741548,Hard,539133
Hong Kong,2001,Hong Kong,114.1277,22.35272345,Hard,539133
Palermo,2001,Palermo,13.35728855,38.1405436,Clay,539133
Tokyo,2001,Tokyo,145.02823855,28.16176585,Hard,1006381
Moscow,2001,Moscow,37.3855235,55.58202595,Carpet,1401745
Lyon,2001,Lyon,4.83512095,45.7579555,Carpet,1114207
Vienna,2001,Vienna,16.38005995,48.2206849,Hard,1006381
ATP Masters 1000 Stuttgart,2001,Stuttgart,9.1772152,48.77920905000001,Hard,3522333
Stockholm,2001,Stockholm,17.982052499999998,59.32614194999999,Hard,1114207
Basel,2001,Basel,7.59445995,47.55459664999999,Carpet,1401745
ATP Masters 1000 Paris,2001,Paris,2.3470598999999996,48.85885895,Carpet,3522333
Adelaide,2001,Adelaide,138.61115984999998,-35.00076695,Hard,477312
Sydney,2002,Sydney,150.93197475,-33.84824395,Hard,506048
Australian Open,2002,Melbourne,145.0531353,-37.9725665,Hard,5582458
Milan,2002,Milan,9.177732249999998,45.46273385,Carpet,506048
Vina del Mar,2002,Vina Del Mar,-71.53025554999998,-33.0055289,Clay,506048
Copenhagen,2002,Copenhagen,12.5938239,55.67126735,Hard,506048
Marseille,2002,Marseille,5.38049645,43.28039055,Hard,641088
Rotterdam,2002,Rotterdam,4.490406299999999,51.92797225,Hard,1013517
Buenos Aires,2002,Buenos Aires,-58.43329845,-34.615823750000004,Clay,568593
San Jose,2002,San Jose,-121.81741295,37.2968617,Hard,533056
Dubai,2002,Dubai,55.22774679999999,25.0753483,Hard,1279334
Acapulco,2002,Acapulco,-99.86230859999999,16.835460400000002,Clay,995037
Scottsdale,2002,Scottsdale,-111.85845405,33.674211,Hard,533056
ATP Masters 1000 Indian Wells,2002,Indian Wells,-116.33434945,33.70741405,Hard,3482631
ATP Masters 1000 Miami,2002,Miami,-80.22945845,25.7824075,Hard,4371057
Estoril,2002,Estoril,-9.3897931,38.70971665,Clay,845782
Casablanca,2002,Casablanca,-7.586992499999999,33.5722875,Clay,506048
ATP Masters 1000 Monte Carlo,2002,Monte Carlo,7.42597045,43.741053,Clay,3309210
Barcelona,2002,Barcelona,2.14876785,41.39479005,Clay,1357515
Houston,2002,Houston,-95.40129145,29.81717795,Clay,533056
Mallorca,2002,Mallorca,2.9116515,39.61349795,Clay,506048
Munich,2002,Munich,11.54183575,48.15491075,Clay,506048
ATP Masters 1000 Rome,2002,Rome,12.5359979,41.9100711,Clay,3309210
ATP Masters 1000 Hamburg,2002,Hamburg,10.02768365,53.56728285,Clay,3309210
St. Poelten,2002,St. Poelten,15.64701505,48.19378,Clay,506048
World Team Cup,2002,Dusseldorf,6.814350200000001,51.23845475,Clay,2274371
Roland Garros,2002,Paris,2.3470598999999996,48.85885895,Clay,7489129
London - Queen's Club,2002,London,-0.10159865,51.52864165,Grass,1046211
Halle,2002,Halle,11.97237305,51.47288260000001,Grass,1046211
's-Hertogenbosch,2002,s-Hertogenbosch,5.318178400000001,51.7148187,Grass,506048
Nottingham,2002,Nottingham,-1.17006175,52.9540225,Grass,506048
Wimbledon,2002,London,-0.10159865,51.52864165,Grass,8615818
Bastad,2002,Bastad,12.85985845,56.4277899,Clay,506048
Gstaad,2002,Gstaad,7.286546450000001,46.4722248,Clay,817352
Newport,2002,Newport,-71.29900634999998,41.4989764,Grass,533056
Amersfoort,2002,Amersfoort,5.37782305,52.158950899999994,Clay,506048
Umag,2002,Umag,13.5322719,45.42973975,Clay,506048
Stuttgart,2002,Stuttgart,9.1772152,48.77920905000001,Clay,675204
Los Angeles,2002,Los Angeles,-118.4117325,34.020478999999995,Hard,533056
Sopot,2002,Sopot,18.547596400000003,54.44192585,Clay,506048
Kitzbuhel,2002,Kitzbuhel,12.425144900000001,47.436415000000004,Clay,1215367
ATP Masters 1000 Canada,2002,Toronto,-79.37805804999998,43.7182412,Hard,3482631
ATP Masters 1000 Cincinnati,2002,Cincinnati,-84.54040144999998,39.13634005,Hard,3482631
Indianapolis,2002,Indianapolis,-86.13274999999999,39.7797845,Hard,995037
Washington,2002,Washington,-120.88227695,47.27298575,Hard,995037
Long Island,2002,Long Island,-72.94907540000001,40.8521095,Hard,646774
US Open,2002,New York,-73.979681,40.6974881,Hard,9784060
Bucharest,2002,Bucharest,26.09463755,44.43782575,Clay,506048
Tashkent,2002,Tashkent,69.2793667,41.28259745,Hard,746278
Palermo,2002,Palermo,13.35728855,38.1405436,Clay,506048
Hong Kong,2002,Hong Kong,114.1277,22.35272345,Hard,533056
Tokyo,2002,Tokyo,145.02823855,28.16176585,Hard,995037
Moscow,2002,Moscow,37.3855235,55.58202595,Carpet,1385945
Lyon,2002,Lyon,4.83512095,45.7579555,Carpet,1046211
Vienna,2002,Vienna,16.38005995,48.2206849,Hard,1087434
ATP Masters 1000 Madrid,2002,Madrid,-3.67953665,40.437954299999994,Hard,3309210
Stockholm,2002,Stockholm,17.982052499999998,59.32614194999999,Hard,888426
Basel,2002,Basel,7.59445995,47.55459664999999,Carpet,1385945
ATP Masters 1000 Paris,2002,Paris,2.3470598999999996,48.85885895,Carpet,3309210
Adelaide,2002,Adelaide,138.61115984999998,-35.00076695,Hard,471932
Chennai,2002,Chennai,80.20901175,13.04752545,Hard,504626
Doha,2002,Doha,51.51199665,25.284009100000002,Hard,1385945
Sydney,2003,Sydney,150.93197475,-33.84824395,Hard,446118
Australian Open,2003,Melbourne,145.0531353,-37.9725665,Hard,6735416
Milan,2003,Milan,9.177732249999998,45.46273385,Carpet,491838
San Jose,2003,San Jose,-121.81741295,37.2968617,Hard,491838
Viña del Mar,2003,Vina Del Mar,-71.53025554999998,-33.0055289,Clay,443347
Marseille,2003,Marseille,5.38049645,43.28039055,Hard,658093
Buenos Aires,2003,Buenos Aires,-58.43329845,-34.615823750000004,Clay,491838
Rotterdam,2003,Rotterdam,4.490406299999999,51.92797225,Hard,1108368
Acapulco,2003,Acapulco,-99.86230859999999,16.835460400000002,Clay,921331
Dubai,2003,Dubai,55.22774679999999,25.0753483,Hard,1350823
Copenhagen,2003,Copenhagen,12.5938239,55.67126735,Hard,491838
Scottsdale,2003,Scottsdale,-111.85845405,33.674211,Hard,491838
ATP Masters 1000 Indian Wells,2003,Indian Wells,-116.33434945,33.70741405,Hard,3048012
